김귀배,21,1962/12/18,56,1979/04/11,52,52,4317,315,316,80,4,3
김덕현,50,1992/11/02,26,2017/06/02,50,50,55,7,6,0,0,0
김동수,프,1986/12/23,32,2014/06/05,49,49,1816,173,178,498,59,54
김옥성,41,1967/04/05,51,1987/04/01,52,52,7788,529,620,177,6,11
김용근,프,1982/02/12,36,2005/05/04,51,51,3840,611,522,390,60,48
김정준,프,1989/07/04,29,2010/06/09,51,52,1760,104,128,295,25,27
김태훈,프,1995/07/17,23,2013/06/01,53,53,719,51,66,187,8,22
김효정,20,1996/01/01,23,2017/06/02,50,50,398,28,21,269,23,15
다나카,프,1984/02/19,34,2013/06/01,53,53,1169,124,105,262,23,16
다비드,프,1989/02/14,29,2017/12/01,51,51,527,40,50,499,38,47
문성혁,25,1995/09/06,23,2018/06/15,50,50,95,6,10,95,6,10
문세영,프,1980/09/04,38,2001/07/06,52,52,7312,1470,1122,254,48,39
문정균,06,1973/12/06,45,1998/06/15,51,51,5917,430,506,240,15,22
박병윤,37,1987/04/24,31,2008/06/18,52,52,2138,141,173,263,22,25
박상우,28,1988/03/18,30,2009/06/01,52,52,2090,83,130,215,7,14
박을운,53,1975/04/04,43,1998/06/15,52,52,3049,376,358,255,41,26
박태종,프,1965/12/20,53,1987/04/01,51,51,14061,2067,1902,323,31,34
박현우,99,1990/12/01,28,2012/06/07,52,52,1410,94,80,10,0,0
방춘식,01,1969/09/19,49,1990/06/01,51,51,4526,360,362,141,4,10
부민호,15,1985/06/03,33,2007/06/01,52,52,1649,121,108,116,2,7
빅투아르,프,1986/12/11,32,2017/07/05,52,52,787,83,74,530,64,59
송재철,99,1990/10/24,28,2013/06/01,52,52,1839,122,158,0,0,0
신형철,32,1967/05/30,51,1988/04/01,52,52,6819,721,762,266,25,28
안토니오,프,1987/09/20,31,2017/05/06,53,53,894,112,105,558,86,72
안효리,37,1989/06/04,29,2012/06/07,51,51,1399,74,77,162,8,10
유승완,프,1985/12/17,33,2007/06/01,52,52,3652,295,280,364,36,33
윤영민,28,1973/12/15,45,1996/06/01,52,52,1696,70,86,7,0,0
윤태혁,19,1979/01/03,40,1999/09/01,54,54,1734,122,153,41,3,3
이강서,23,1988/03/19,30,2010/06/09,52,52,1101,53,56,113,3,3
이기회,27,1978/11/04,40,2004/06/02,52,52,3224,115,154,76,0,3
이동국,02,1979/11/23,39,2001/07/06,52,52,3360,218,252,100,4,5
이동진,18,1996/01/10,23,2017/06/02,49,49,443,33,35,304,23,24
이동하,프,1994/07/28,24,2016/06/18,48,48,791,60,82,366,33,31
이아나,27,1989/01/01,30,2011/08/24,50,50,1166,53,50,50,0,2
이준철,99,1980/02/23,38,1999/09/01,53,53,2803,216,256,112,18,12
이찬호,프,1992/05/27,26,2013/06/01,51,52,1779,222,199,249,20,25
이철경,33,1988/08/25,30,2016/06/18,49,49,604,51,53,215,16,15
이해동,52,1988/03/23,30,2009/06/01,51,51,1415,60,67,128,5,3
이혁,프,1987/01/05,32,2011/08/24,52,52,3004,243,224,528,57,52
이현종,99,1993/08/24,25,2015/06/18,49,49,672,89,65,0,0,0
임기원,프,1980/10/10,38,2013/06/19,49,49,1878,252,186,492,75,53
장추열,프,1988/09/11,30,2010/06/09,52,52,2827,263,287,511,63,72
정정희,22,1993/09/15,25,2014/06/05,49,49,1237,65,82,257,18,17
정평수,53,1965/04/16,53,1987/04/01,52,52,4787,284,375,30,0,1
조상범,22,1994/02/17,24,2014/06/05,49,49,501,29,56,381,25,45
조재로,29,1993/09/29,25,2015/06/18,49,49,1026,95,91,327,27,32
조한별,17,1991/02/04,27,2013/06/01,51,51,913,32,63,272,9,17
지하주,03,1974/04/10,44,1995/07/01,51,51,3313,261,273,32,1,1
최범현,05,1979/04/11,39,2001/07/06,53,53,6172,765,721,220,25,26
최원준,13,1984/08/28,34,2007/06/01,52,52,1992,84,119,90,2,4
하정훈,54,1990/09/04,28,2015/06/18,49,49,854,49,63,245,10,16
함완식,52,1978/01/01,41,1998/06/15,53,53,5424,680,692,36,3,4
황순도,01,1977/10/26,41,1998/06/15,52,52,2260,82,130,47,0,4
황종우,17,1982/07/18,36,2007/05/19,51,51,773,25,33,21,0,0
