권석원,27,1991/10/30,26,2013/06/01,52,52,534,35,34,88,2,9
김귀배,21,1962/12/18,55,1979/04/11,52,52,4301,314,315,83,3,3
김덕현,50,1992/11/02,25,2017/06/02,50,50,55,7,6,31,3,5
김동수,프,1986/12/23,31,2014/06/05,49,49,1629,157,159,346,46,41
김옥성,41,1967/04/05,51,1987/04/01,52,52,7729,528,619,118,5,10
김용근,프,1982/02/12,36,2005/05/04,51,51,3678,585,502,413,52,53
김정준,32,1989/07/04,29,2010/06/09,51,52,1656,96,124,261,19,32
김태훈,프,1995/07/17,23,2013/06/01,52,52,677,51,60,188,12,19
김효정,20,1996/01/01,22,2017/06/02,50,50,328,26,15,256,22,10
다나카,프,1984/02/19,34,2013/06/01,53,53,1047,114,98,140,13,9
다비드,프,1989/02/14,29,2017/12/01,51,51,384,28,32,384,28,32
문성혁,25,1995/09/06,23,2018/06/15,50,50,48,4,6,48,4,6
문세영,프,1980/09/04,38,2001/07/06,52,52,7231,1454,1114,343,60,53
문정균,06,1973/12/06,44,1998/06/15,51,51,5846,423,501,234,11,23
박병윤,37,1987/04/24,31,2008/06/18,52,52,2062,135,166,241,16,21
박상우,28,1988/03/18,30,2009/06/01,52,52,2038,82,125,215,10,12
박을운,53,1975/04/04,43,1998/06/15,52,52,3006,368,353,282,48,30
박태종,프,1965/12/20,52,1987/04/01,51,51,13978,2057,1895,378,36,39
박현우,99,1990/12/01,27,2012/06/07,52,52,1410,94,80,43,0,2
방춘식,01,1969/09/19,49,1990/06/01,52,52,4458,360,358,113,4,9
부민호,15,1985/06/03,33,2007/06/01,52,52,1622,120,107,132,5,9
빅투아르,프,1986/12/11,31,2017/07/05,52,52,660,61,64,539,53,55
송재철,99,1990/10/24,27,2013/06/01,52,52,1839,122,158,0,0,0
신형철,32,1967/05/30,51,1988/04/01,52,52,6741,715,753,276,28,28
안토니오,프,1987/09/20,31,2017/05/06,53,53,735,89,82,506,70,57
안효리,37,1989/06/04,29,2012/06/07,51,51,1349,71,74,143,7,7
유승완,프,1985/12/17,32,2007/06/01,52,52,3474,280,263,313,36,24
윤영민,28,1973/12/15,44,1996/06/01,52,52,1694,70,86,5,0,0
윤태혁,19,1979/01/03,39,1999/09/01,54,54,1732,122,153,72,5,5
이강서,23,1988/03/19,30,2010/06/09,52,52,1082,53,56,139,3,7
이기회,27,1978/11/04,39,2004/06/02,52,52,3208,115,152,94,0,5
이동국,02,1979/11/23,38,2001/07/06,52,52,3328,216,250,83,3,4
이동진,18,1996/01/10,22,2017/06/02,49,49,366,29,29,309,27,23
이동하,20,1994/07/28,24,2016/06/18,48,48,677,53,78,334,28,38
이아나,27,1989/01/01,29,2011/08/24,50,50,1161,53,50,67,0,3
이준철,48,1980/02/23,38,1999/09/01,53,53,2803,216,256,153,19,18
이찬호,프,1992/05/27,26,2013/06/01,51,52,1664,216,186,174,16,15
이철경,33,1988/08/25,30,2016/06/18,49,49,558,49,50,224,18,18
이해동,52,1988/03/23,30,2009/06/01,51,51,1372,58,65,117,4,6
이혁,프,1987/01/05,31,2011/08/24,52,52,2807,221,207,458,43,41
이현종,99,1993/08/24,25,2015/06/18,49,49,672,89,65,0,0,0
임기원,프,1980/10/10,38,2013/06/19,49,49,1755,232,172,552,78,60
장추열,프,1988/09/11,30,2010/06/09,52,52,2643,236,257,471,53,60
정정희,24,1993/09/15,25,2014/06/05,49,49,1176,61,80,263,17,23
정평수,53,1965/04/16,53,1987/04/01,52,52,4776,284,375,38,1,1
조재로,29,1993/09/29,25,2015/06/18,49,49,934,88,79,320,29,24
조한별,19,1991/02/04,27,2013/06/01,51,51,840,30,61,243,7,15
지하주,03,1974/04/10,44,1995/07/01,51,51,3297,261,272,40,3,1
최범현,05,1979/04/11,39,2001/07/06,53,53,6101,756,711,221,23,23
최원준,13,1984/08/28,34,2007/06/01,52,52,1969,84,118,105,5,4
하정훈,54,1990/09/04,28,2015/06/18,49,49,782,46,59,220,11,16
함완식,52,1978/01/01,40,1998/06/15,53,53,5424,680,692,115,13,17
황순도,01,1977/10/26,40,1998/06/15,52,52,2251,82,129,46,0,3
황종우,17,1982/07/18,36,2007/05/19,51,51,766,25,33,28,0,0
